Drug Name,Cell Line Name,TCGA Classification,IC50 (uM)
TL-2-105,PC-14,LUAD,4.524470298
TL-2-105,PC-3,PRAD,4.787045738
TL-2-105,PC-3_[JPC-3],LUAD,5.327850798
TL-2-105,PCI-15A,HNSC,3.763989652
TL-2-105,PCI-30,HNSC,4.642507877
TL-2-105,PCI-38,Unknown,4.334256558
TL-2-105,PCI-4B,HNSC,3.54380423
TL-2-105,PCI-6A,HNSC,4.022614918
TL-2-105,PE-CA-PJ15,HNSC,5.050578527
TL-2-105,PEO1,OV,4.057432276
TL-2-105,PF-382,ALL,0.900760116
TL-2-105,PFSK-1,MB,4.855908982
TL-2-105,PL-21,LAML,3.704418714
TL-2-105,PL4,PAAD,4.303495794
TL-2-105,PSN1,PAAD,4.050187712
TL-2-105,QGP-1,UNCLASSIFIED,4.415984358
TL-2-105,QIMR-WIL,LAML,2.852408032
TL-2-105,RC-K8,DLBC,3.694311416
TL-2-105,RCC-AB,KIRC,3.892466939
TL-2-105,RCC-ER,KIRC,5.064401397
TL-2-105,RCC-FG2,KIRC,5.2520684
TL-2-105,RCC-JF,KIRC,4.485975006
TL-2-105,RCC-JW,KIRC,4.840012334
TL-2-105,RCC-MF,KIRC,4.817535049
TL-2-105,RCC10RGB,KIRC,6.061882955
TL-2-105,RCM-1,COREAD,5.259939123
TL-2-105,RD,UNCLASSIFIED,4.35691409
TL-2-105,REH,UNCLASSIFIED,1.946132002
TL-2-105,RERF-GC-1B,STAD,4.554726927
TL-2-105,RERF-LC-KJ,LUAD,3.48560011
TL-2-105,RERF-LC-MS,LUAD,5.092324031
TL-2-105,RERF-LC-Sq1,LUSC,4.784150248
TL-2-105,RF-48,STAD,3.634260398
TL-2-105,RH-1,UNCLASSIFIED,3.208222251
TL-2-105,RH-18,UNCLASSIFIED,4.819136741
TL-2-105,RH-41,UNCLASSIFIED,4.365564427
TL-2-105,RKN,UNCLASSIFIED,4.651997663
TL-2-105,RKO,COREAD,2.594878816
TL-2-105,RL,DLBC,2.685070206
TL-2-105,RL95-2,UNCLASSIFIED,4.773615694
TL-2-105,RMG-I,UNCLASSIFIED,3.82422101
TL-2-105,RO82-W-1,THCA,5.459555153
TL-2-105,ROS-50,UNCLASSIFIED,2.585691655
TL-2-105,RPMI-6666,UNCLASSIFIED,1.845722135
TL-2-105,RPMI-7951,SKCM,3.606916125
TL-2-105,RPMI-8226,MM,2.892309382
TL-2-105,RPMI-8402,ALL,1.315056167
TL-2-105,RPMI-8866,LCML,4.234696115
TL-2-105,RS4-11,ALL,2.132527284
TL-2-105,RT-112,BLCA,4.90405216
TL-2-105,RT4,BLCA,3.990072536
TL-2-105,RVH-421,SKCM,4.079199639
TL-2-105,RXF393,KIRC,5.485775488
TL-2-105,Raji,UNCLASSIFIED,4.68609429
TL-2-105,Ramos-2G6-4C10,UNCLASSIFIED,3.076591416
TL-2-105,SAS,HNSC,4.278731863
TL-2-105,SAT,HNSC,5.633874684
TL-2-105,SBC-1,SCLC,3.384568161
TL-2-105,SBC-3,SCLC,2.711610372
TL-2-105,SBC-5,SCLC,3.836394172
TL-2-105,SC-1,Unknown,2.069111603
TL-2-105,SCC-15,HNSC,5.52208114
TL-2-105,SCC-25,HNSC,3.27698231
TL-2-105,SCC-3,DLBC,3.566250553
TL-2-105,SCC-4,HNSC,5.216026306
TL-2-105,SCC-9,HNSC,5.034597
TL-2-105,SCC90,HNSC,5.827146332
TL-2-105,SCH,UNCLASSIFIED,4.935771595
TL-2-105,SF126,GBM,4.59843846
TL-2-105,SF268,GBM,4.421004877
TL-2-105,SF295,GBM,3.984729478
TL-2-105,SF539,LGG,4.155008674
TL-2-105,SH-4,SKCM,3.857910571
TL-2-105,SHP-77,SCLC,2.768395388
TL-2-105,SIG-M5,LAML,1.001855414
TL-2-105,SIMA,NB,3.787021416
TL-2-105,SISO,CESC,3.386712084
TL-2-105,SJRH30,UNCLASSIFIED,3.24600895
TL-2-105,SJSA-1,UNCLASSIFIED,4.271835704
TL-2-105,SK-ES-1,UNCLASSIFIED,2.947997423
TL-2-105,SK-GT-4,ESCA,5.166098118
TL-2-105,SK-HEP-1,LIHC,4.618640676
TL-2-105,SK-LMS-1,UNCLASSIFIED,3.536275496
TL-2-105,SK-LU-1,LUAD,3.873118976
TL-2-105,SK-MEL-1,SKCM,4.797747169
TL-2-105,SK-MEL-2,SKCM,4.29201258
TL-2-105,SK-MEL-24,SKCM,4.486516971
TL-2-105,SK-MEL-28,SKCM,4.929726361
TL-2-105,SK-MEL-3,SKCM,4.21653368
TL-2-105,SK-MEL-30,SKCM,2.378877797
TL-2-105,SK-MEL-5,SKCM,4.490204168
TL-2-105,SK-MES-1,LUSC,4.546469259
TL-2-105,SK-MG-1,GBM,4.607767919
TL-2-105,SK-MM-2,MM,3.303031031
TL-2-105,SK-N-AS,NB,1.49942686
TL-2-105,SK-N-DZ,NB,5.266989874
TL-2-105,SK-N-FI,NB,3.166424221
TL-2-105,SK-N-SH,NB,3.609525288
TL-2-105,SK-OV-3,OV,4.537645795
TL-2-105,SK-PN-DW,UNCLASSIFIED,3.50517847
TL-2-105,SK-UT-1,UNCLASSIFIED,3.808932861
TL-2-105,SKG-IIIa,CESC,5.388371765
TL-2-105,SKN,UNCLASSIFIED,3.822580425
TL-2-105,SKN-3,HNSC,5.206881837
TL-2-105,SLVL,DLBC,2.564375513
TL-2-105,SN12C,KIRC,4.825009348
TL-2-105,SNB75,GBM,5.353797848
TL-2-105,SNG-M,UCEC,2.589934455
TL-2-105,SNU-1,STAD,1.522119914
TL-2-105,SNU-1040,COREAD,3.182228255
TL-2-105,SNU-16,STAD,4.792234331
TL-2-105,SNU-175,COREAD,2.649245134
TL-2-105,SNU-387,LIHC,4.349451747
TL-2-105,SNU-398,LIHC,3.246690125
TL-2-105,SNU-407,COREAD,3.95038916
TL-2-105,SNU-423,LIHC,4.899024862
TL-2-105,SNU-449,LIHC,4.902762267
TL-2-105,SNU-475,Unknown,3.263996976
TL-2-105,SNU-5,STAD,5.280783242
TL-2-105,SNU-61,COREAD,5.288917064
TL-2-105,SNU-81,COREAD,5.368837664
TL-2-105,SNU-C1,COREAD,5.97301161
TL-2-105,SNU-C2B,COREAD,4.838246134
TL-2-105,SNU-C5,COREAD,5.207210467
TL-2-105,SR,UNCLASSIFIED,3.308721303
TL-2-105,ST486,UNCLASSIFIED,1.871151254
TL-2-105,STS-0421,UNCLASSIFIED,5.130478977
TL-2-105,SU-DHL-1,UNCLASSIFIED,2.983829134
TL-2-105,SU-DHL-10,DLBC,1.907613149
TL-2-105,SU-DHL-16,DLBC,2.99230365
TL-2-105,SU-DHL-4,DLBC,2.641590287
TL-2-105,SU-DHL-5,DLBC,2.22873735
TL-2-105,SU-DHL-6,DLBC,1.916252836
TL-2-105,SU-DHL-8,DLBC,1.313044169
TL-2-105,SU8686,PAAD,4.479235809
TL-2-105,SUIT-2,PAAD,3.685065544
TL-2-105,SUP-B15,ALL,-1.156746089
TL-2-105,SUP-HD1,UNCLASSIFIED,3.635649547
TL-2-105,SUP-M2,UNCLASSIFIED,3.012415191
TL-2-105,SUP-T1,ALL,2.166559721
TL-2-105,SW1088,GBM,4.22577174
TL-2-105,SW1116,COREAD,6.366557606
TL-2-105,SW1271,SCLC,4.142427112
TL-2-105,SW13,ACC,4.974583606
TL-2-105,SW1417,COREAD,4.135897935
TL-2-105,SW1463,COREAD,5.93984301
TL-2-105,SW156,KIRC,4.896371395
TL-2-105,SW1573,LUAD,4.736499218
TL-2-105,SW1710,BLCA,4.762024544
TL-2-105,SW1783,LGG,4.039228528
TL-2-105,SW1990,PAAD,4.778560101
TL-2-105,SW48,COREAD,4.944854651
TL-2-105,SW620,COREAD,3.335375258
TL-2-105,SW626,OV,4.464978768
TL-2-105,SW684,UNCLASSIFIED,6.058218678
TL-2-105,SW756,CESC,5.353715626
TL-2-105,SW780,BLCA,4.568686263
TL-2-105,SW837,COREAD,5.613543494
TL-2-105,SW872,UNCLASSIFIED,4.457448358
TL-2-105,SW948,COREAD,5.689156623
TL-2-105,SW954,UNCLASSIFIED,4.624388434
TL-2-105,SW962,UNCLASSIFIED,3.062765885
TL-2-105,SW982,UNCLASSIFIED,4.613294761
TL-2-105,Saos-2,UNCLASSIFIED,5.726803364
TL-2-105,SiHa,CESC,4.966782268
TL-2-105,T-T,ESCA,4.765940282
TL-2-105,T24,BLCA,4.777621665
TL-2-105,T47D,BRCA,3.243559295
TL-2-105,T84,COREAD,3.375779506
TL-2-105,T98G,GBM,4.281449052
TL-2-105,TC-71,UNCLASSIFIED,2.777824957
TL-2-105,TCCSUP,BLCA,5.074917918
TL-2-105,TE-1,ESCA,4.318207769
TL-2-105,TE-10,ESCA,4.84732687
TL-2-105,TE-11,ESCA,4.635221739
TL-2-105,TE-12,ESCA,3.581180858
TL-2-105,TE-15,ESCA,4.897852894
TL-2-105,TE-4,ESCA,4.006298193
TL-2-105,TE-441-T,UNCLASSIFIED,4.4746826
TL-2-105,TE-5,ESCA,4.665636768
TL-2-105,TE-6,ESCA,3.956574768
TL-2-105,TE-8,ESCA,3.640730255
TL-2-105,TE-9,ESCA,4.60789479
TL-2-105,TGBC11TKB,STAD,4.516463776
TL-2-105,TGBC1TKB,UNCLASSIFIED,4.479722951
TL-2-105,TGBC24TKB,UNCLASSIFIED,3.310327065
TL-2-105,TGW,NB,2.54934437
TL-2-105,THP-1,LAML,2.632470375
TL-2-105,TK,DLBC,3.240778234
TL-2-105,TK10,KIRC,5.365297449
TL-2-105,TMK-1,STAD,5.150795296
TL-2-105,TOV-112D,OV,4.201786428
TL-2-105,TOV-21G,OV,3.876206138
TL-2-105,TT,THCA,6.042068131
TL-2-105,TT2609-C02,THCA,4.413606927
TL-2-105,TUR,DLBC,2.804330594
TL-2-105,TYK-nu,UNCLASSIFIED,4.832515098
TL-2-105,U-118-MG,GBM,5.253150752
TL-2-105,U-2-OS,UNCLASSIFIED,4.62297366
TL-2-105,U-266,MM,4.75967895
TL-2-105,U-698-M,UNCLASSIFIED,3.209485075
TL-2-105,U-87-MG,GBM,5.500642611
TL-2-105,U031,KIRC,4.372896501
TL-2-105,U251,GBM,4.267910338
TL-2-105,UACC-257,SKCM,4.705172147
TL-2-105,UACC-62,SKCM,4.784917741
TL-2-105,UACC-812,BRCA,4.855514555
TL-2-105,UACC-893,BRCA,2.450654621
TL-2-105,UM-UC-3,BLCA,2.450245269
TL-2-105,UMC-11,UNCLASSIFIED,3.524200673
TL-2-105,UWB1.289,OV,4.847877251
TL-2-105,VA-ES-BJ,UNCLASSIFIED,4.898408204
TL-2-105,VAL,DLBC,2.600480279
TL-2-105,VCaP,PRAD,4.15393296
TL-2-105,VMRC-MELG,SKCM,4.971077857
TL-2-105,VMRC-RCW,KIRC,5.070031142
TL-2-105,VMRC-RCZ,KIRC,4.16681655
TL-2-105,WIL2-NS,UNCLASSIFIED,1.958085377
TL-2-105,WM-115,SKCM,3.633129553
TL-2-105,WM1552C,SKCM,4.251592304
TL-2-105,WM278,SKCM,4.497053271
TL-2-105,WM35,SKCM,3.236055557
TL-2-105,WM793B,SKCM,3.927113975
TL-2-105,WSU-DLCL2,DLBC,2.674699302
TL-2-105,WSU-NHL,UNCLASSIFIED,3.7421378
TL-2-105,YAPC,PAAD,5.066572341
TL-2-105,YH-13,GBM,3.983638844
TL-2-105,YKG-1,GBM,4.265886368
TL-2-105,YMB-1-E,BRCA,4.71553853
TL-2-105,YT,ALL,2.990727571
TL-2-105,ZR-75-30,BRCA,3.242885487
TL-2-105,huH-1,LIHC,5.403272934
TL-2-105,no-10,LGG,4.798968779
TL-2-105,no-11,LGG,4.797563934
TPCA-1,22RV1,PRAD,3.834182308
TPCA-1,23132-87,STAD,2.59827757
TPCA-1,42-MG-BA,GBM,3.283141048
TPCA-1,451Lu,SKCM,3.037760822
TPCA-1,5637,BLCA,2.336330592
TPCA-1,639-V,BLCA,3.630029369
TPCA-1,647-V,BLCA,2.905730108
TPCA-1,697,UNCLASSIFIED,-1.143515006
TPCA-1,769-P,KIRC,2.642893074
TPCA-1,786-0,KIRC,2.399678672
TPCA-1,8-MG-BA,GBM,2.945195724
TPCA-1,8305C,THCA,4.178253889
TPCA-1,8505C,THCA,3.094773321
TPCA-1,A101D,SKCM,3.806794059
TPCA-1,A172,GBM,3.761165111
TPCA-1,A204,UNCLASSIFIED,2.293940028
TPCA-1,A2058,SKCM,4.360050992
TPCA-1,A253,UNCLASSIFIED,4.701602873
TPCA-1,A2780,UNCLASSIFIED,0.472009827
TPCA-1,A3-KAW,DLBC,-1.388420435
TPCA-1,A375,SKCM,2.282952878
TPCA-1,A388,UNCLASSIFIED,3.800266171
TPCA-1,A4-Fuk,DLBC,2.810292957
TPCA-1,A427,UNCLASSIFIED,2.639248218
TPCA-1,A431,UNCLASSIFIED,1.695951541
TPCA-1,A498,KIRC,6.05678854
TPCA-1,A549,LUAD,5.770021069
TPCA-1,A673,UNCLASSIFIED,2.825077265
TPCA-1,A704,KIRC,2.878525558
TPCA-1,ABC-1,LUAD,2.92256248
TPCA-1,ACHN,KIRC,2.546388039
TPCA-1,AGS,STAD,4.220934072
TPCA-1,ALL-PO,ALL,-0.957282488
TPCA-1,ALL-SIL,ALL,0.844503364
TPCA-1,AM-38,GBM,1.858188954
TPCA-1,AMO-1,MM,2.250494744
TPCA-1,AN3-CA,UCEC,3.275795
TPCA-1,ARH-77,MM,0.718699442
TPCA-1,ASH-3,THCA,5.180703971
TPCA-1,ATN-1,ALL,-0.357417344
TPCA-1,AU565,BRCA,5.205956115
TPCA-1,AsPC-1,PAAD,3.757622224
TPCA-1,B-CPAP,THCA,2.162297195
TPCA-1,BALL-1,UNCLASSIFIED,1.520389622
TPCA-1,BB30-HNC,HNSC,2.371704611
TPCA-1,BB49-HNC,HNSC,3.860160107
TPCA-1,BB65-RCC,KIRC,4.363865583
TPCA-1,BC-1,DLBC,0.950086255
TPCA-1,BC-3,DLBC,0.018515591
TPCA-1,BE-13,ALL,-0.060402481
TPCA-1,BE2-M17,NB,3.962016078
TPCA-1,BEN,UNCLASSIFIED,3.124220549
TPCA-1,BFTC-905,BLCA,3.150844679
TPCA-1,BFTC-909,KIRC,4.53905633
TPCA-1,BHT-101,THCA,2.238978276
TPCA-1,BHY,HNSC,2.60584469
TPCA-1,BICR10,HNSC,5.766126936
TPCA-1,BICR22,HNSC,5.303737053
TPCA-1,BICR31,HNSC,3.844030232
TPCA-1,BICR78,HNSC,4.191970134
TPCA-1,BL-41,UNCLASSIFIED,0.399057904
TPCA-1,BPH-1,UNCLASSIFIED,1.843286032
TPCA-1,BT-20,BRCA,4.751667763
TPCA-1,BT-474,BRCA,4.237715466
TPCA-1,BT-483,BRCA,4.976500609
TPCA-1,BT-549,BRCA,2.327978678
TPCA-1,BV-173,LCML,1.482147303
TPCA-1,Becker,GBM,3.854924287
TPCA-1,BxPC-3,PAAD,1.031335585
TPCA-1,C-33-A,CESC,0.463190053
TPCA-1,C-4-I,CESC,3.575176191
TPCA-1,C2BBe1,COREAD,2.726945328
TPCA-1,C32,SKCM,6.379698359
TPCA-1,C3A,LIHC,5.766873679
TPCA-1,CA46,UNCLASSIFIED,1.115717963
TPCA-1,CADO-ES1,UNCLASSIFIED,0.044162579
TPCA-1,CAKI-1,KIRC,2.268666907
TPCA-1,CAL-120,BRCA,2.285287106
TPCA-1,CAL-12T,UNCLASSIFIED,1.749869976
TPCA-1,CAL-148,BRCA,2.343132376
TPCA-1,CAL-27,HNSC,2.97831268
TPCA-1,CAL-29,BLCA,4.181740188
TPCA-1,CAL-33,HNSC,2.456843189
TPCA-1,CAL-39,CESC,3.911946196
TPCA-1,CAL-51,BRCA,5.170249933
TPCA-1,CAL-54,KIRC,1.522460931
TPCA-1,CAL-62,THCA,4.23597921
TPCA-1,CAL-72,UNCLASSIFIED,6.341641776
TPCA-1,CAL-78,UNCLASSIFIED,3.718348088
TPCA-1,CAL-85-1,BRCA,2.602241229
TPCA-1,CAMA-1,BRCA,5.23203754
TPCA-1,CAPAN-1,PAAD,3.587825162
TPCA-1,CAPAN-2,PAAD,3.212686224
TPCA-1,CAS-1,GBM,4.529095555
TPCA-1,CCK-81,COREAD,2.608352838
TPCA-1,CCRF-CEM,ALL,0.578982654
TPCA-1,CESS,LAML,1.206812467
TPCA-1,CFPAC-1,PAAD,4.399112695
TPCA-1,CGTH-W-1,THCA,3.119204139
TPCA-1,CHL-1,SKCM,0.133795563
TPCA-1,CHP-126,NB,3.976530335
TPCA-1,CHP-134,NB,1.293935788
TPCA-1,CHP-212,NB,4.790084494
TPCA-1,CHSA0011,UNCLASSIFIED,4.017132902
TPCA-1,CHSA0108,UNCLASSIFIED,2.428648093
TPCA-1,CHSA8926,UNCLASSIFIED,4.98604672
TPCA-1,CL-11,COREAD,4.86400601
TPCA-1,COLO-205,COREAD,2.212501305
TPCA-1,COLO-320-HSR,COREAD,2.525039165
TPCA-1,COLO-668,SCLC,2.85593011
TPCA-1,COLO-678,COREAD,4.466644593
TPCA-1,COLO-679,SKCM,3.686846125
TPCA-1,COLO-680N,ESCA,5.738346891
TPCA-1,COLO-684,UCEC,2.715038487
TPCA-1,COLO-783,SKCM,4.398516685
TPCA-1,COLO-792,SKCM,2.290568354
TPCA-1,COLO-800,SKCM,3.789625665
TPCA-1,COLO-824,BRCA,2.417439505
TPCA-1,COLO-829,SKCM,4.368798203
TPCA-1,COR-L105,LUAD,0.653882832
TPCA-1,COR-L23,UNCLASSIFIED,2.502515381
TPCA-1,COR-L303,SCLC,3.114809371
TPCA-1,COR-L311,SCLC,2.783846613
TPCA-1,COR-L321,UNCLASSIFIED,3.380942212
TPCA-1,COR-L88,SCLC,3.349645332
TPCA-1,COR-L95,SCLC,4.409999533
TPCA-1,CP50-MEL-B,SKCM,1.967481975
TPCA-1,CP66-MEL,SKCM,5.409853393
TPCA-1,CPC-N,SCLC,3.03856945
TPCA-1,CS1,UNCLASSIFIED,2.981703327
TPCA-1,CTB-1,DLBC,-0.152516009
TPCA-1,CTV-1,LAML,1.487976499
TPCA-1,CW-2,COREAD,3.991997797
TPCA-1,Ca-Ski,CESC,1.181984288
TPCA-1,Ca9-22,HNSC,2.47417544
TPCA-1,CaR-1,COREAD,4.158182619
TPCA-1,Calu-3,LUAD,6.055382512
TPCA-1,Calu-6,LUAD,3.030779322
TPCA-1,Caov-3,OV,2.872747268
TPCA-1,Caov-4,OV,5.82659652
TPCA-1,ChaGo-K-1,UNCLASSIFIED,4.526579959
TPCA-1,D-247MG,GBM,6.143029438
TPCA-1,D-263MG,GBM,5.416258703
TPCA-1,D-283MED,MB,5.34680789
TPCA-1,D-336MG,LGG,3.69253111
TPCA-1,D-392MG,GBM,3.811916109
TPCA-1,D-423MG,GBM,2.741395822
TPCA-1,D-502MG,LGG,3.580810863
TPCA-1,D-542MG,GBM,5.631752663
TPCA-1,D-566MG,GBM,2.443589464
TPCA-1,DAN-G,PAAD,3.391193443
TPCA-1,DB,DLBC,1.359210484
TPCA-1,DBTRG-05MG,GBM,3.120155128
TPCA-1,DEL,UNCLASSIFIED,0.923080233
TPCA-1,DG-75,UNCLASSIFIED,3.239997415
TPCA-1,DJM-1,UNCLASSIFIED,3.103628154
TPCA-1,DK-MG,GBM,3.787960917
TPCA-1,DMS-114,SCLC,3.008713236
TPCA-1,DMS-273,SCLC,0.503597334
TPCA-1,DMS-53,SCLC,3.864374355
TPCA-1,DMS-79,SCLC,5.297732403
TPCA-1,DND-41,ALL,-0.940353843
TPCA-1,DOK,HNSC,5.678161509
TPCA-1,DOV13,OV,5.140825503
TPCA-1,DSH1,BLCA,3.202160724
TPCA-1,DU-145,PRAD,3.482674882
TPCA-1,DU-4475,BRCA,2.865283488
TPCA-1,Daoy,MB,3.415357008
TPCA-1,Daudi,UNCLASSIFIED,1.490735017
TPCA-1,Detroit562,HNSC,4.732548057
TPCA-1,DoTc2-4510,CESC,3.551962132
TPCA-1,EB-3,UNCLASSIFIED,3.3070691
TPCA-1,EB2,UNCLASSIFIED,-0.971319814
TPCA-1,EBC-1,LUSC,4.109206428
TPCA-1,EC-GI-10,ESCA,3.561767238
TPCA-1,ECC10,UNCLASSIFIED,2.720176544
TPCA-1,EFM-19,BRCA,2.838659936
TPCA-1,EFM-192A,BRCA,4.222375955
TPCA-1,EFO-21,OV,2.818984543
TPCA-1,EFO-27,UNCLASSIFIED,2.851843666
TPCA-1,EJM,MM,0.871164934
TPCA-1,EKVX,LUAD,5.659355524
TPCA-1,EM-2,LCML,1.723243965
TPCA-1,EMC-BAC-1,LUAD,1.638429619
TPCA-1,EMC-BAC-2,LUAD,2.117035755
TPCA-1,EN,UCEC,3.60145082
TPCA-1,EPLC-272H,LUSC,2.18481064
TPCA-1,ES-2,UNCLASSIFIED,1.997382688
TPCA-1,ES1,UNCLASSIFIED,1.803541986
TPCA-1,ES4,UNCLASSIFIED,1.293873905
TPCA-1,ES5,UNCLASSIFIED,0.575020126
TPCA-1,ES6,UNCLASSIFIED,2.3568038
TPCA-1,ES7,UNCLASSIFIED,1.052534856
TPCA-1,ES8,UNCLASSIFIED,0.713734845
TPCA-1,ESO26,ESCA,1.014704577
TPCA-1,ESO51,ESCA,4.484796882
TPCA-1,ESS-1,UNCLASSIFIED,4.921706142
TPCA-1,ETK-1,UNCLASSIFIED,3.512665416
TPCA-1,EVSA-T,BRCA,1.329150057
TPCA-1,EW-1,UNCLASSIFIED,1.470075677
TPCA-1,EW-11,UNCLASSIFIED,1.60909744
TPCA-1,EW-13,UNCLASSIFIED,0.310509663
TPCA-1,EW-16,UNCLASSIFIED,1.354821878
TPCA-1,EW-18,UNCLASSIFIED,0.423478368
TPCA-1,EW-24,UNCLASSIFIED,2.976707579
TPCA-1,EW-3,UNCLASSIFIED,1.443318766
TPCA-1,EW-7,UNCLASSIFIED,0.53451284
TPCA-1,EoL-1-cell,UNCLASSIFIED,-0.710980203
TPCA-1,FADU,HNSC,3.545621365
TPCA-1,FLO-1,ESCA,0.861825865
TPCA-1,FTC-133,THCA,5.638143481
TPCA-1,FU-OV-1,OV,3.200125445
TPCA-1,FU97,STAD,3.167367093
TPCA-1,Farage,DLBC,1.388189549
TPCA-1,G-292-Clone-A141B1,UNCLASSIFIED,4.764874137
TPCA-1,G-361,SKCM,2.485108085
TPCA-1,G-401,UNCLASSIFIED,2.285683897
TPCA-1,G-402,UNCLASSIFIED,3.467499026
TPCA-1,G-MEL,SKCM,2.797600125
TPCA-1,GAK,SKCM,3.947272183
TPCA-1,GAMG,LGG,3.282167116
TPCA-1,GB-1,GBM,1.434704495
TPCA-1,GCIY,STAD,3.819232536
TPCA-1,GCT,UNCLASSIFIED,4.466859451
TPCA-1,GDM-1,LAML,-1.431238122
TPCA-1,GI-1,LGG,2.564112821
TPCA-1,GI-ME-N,NB,1.826722439
TPCA-1,GOTO,NB,2.731229617
TPCA-1,GP5d,COREAD,2.772825479
TPCA-1,GR-ST,ALL,2.218721421
TPCA-1,GRANTA-519,DLBC,3.197789153
TPCA-1,H-EMC-SS,UNCLASSIFIED,0.795124634
TPCA-1,H3255,LUAD,4.068680932
TPCA-1,H4,LGG,3.048238561
TPCA-1,H9,UNCLASSIFIED,-0.16080432
TPCA-1,HA7-RCC,KIRC,1.871032811
TPCA-1,HAL-01,ALL,-0.165749833
TPCA-1,HARA,LUSC,2.936200461
TPCA-1,HC-1,UNCLASSIFIED,0.032458439
TPCA-1,HCC-15,LUSC,3.895949414
TPCA-1,HCC-33,SCLC,3.401751481
TPCA-1,HCC-44,LUAD,2.01115985
TPCA-1,HCC-78,LUAD,3.0695336
TPCA-1,HCC-827,LUAD,2.561036879
TPCA-1,HCC1187,BRCA,2.325721913
TPCA-1,HCC1395,BRCA,4.452775852
TPCA-1,HCC1419,BRCA,4.94684577
TPCA-1,HCC1428,BRCA,4.982031641
TPCA-1,HCC1500,BRCA,4.086535887
TPCA-1,HCC1569,BRCA,3.69428584
TPCA-1,HCC1599,BRCA,1.973470651
TPCA-1,HCC1806,UNCLASSIFIED,2.908101116
TPCA-1,HCC1937,BRCA,4.653482967
TPCA-1,HCC1954,BRCA,5.84123985
TPCA-1,HCC202,BRCA,5.59338574
TPCA-1,HCC2157,BRCA,5.703579776
TPCA-1,HCC2218,BRCA,5.42553968
TPCA-1,HCC2998,COREAD,4.127464926
TPCA-1,HCC38,BRCA,3.33576792
TPCA-1,HCC70,BRCA,3.969386925
TPCA-1,HCE-4,ESCA,5.066768488
TPCA-1,HCT-116,COREAD,2.049986483
TPCA-1,HCT-15,COREAD,1.834562998
TPCA-1,HDLM-2,UNCLASSIFIED,5.423030333
TPCA-1,HDQ-P1,BRCA,3.609321388
TPCA-1,HEC-1,UCEC,5.350604551
TPCA-1,HEL,LAML,-0.205563039
TPCA-1,HGC-27,STAD,1.871569188
TPCA-1,HH,UNCLASSIFIED,1.305681996
TPCA-1,HL-60,LAML,1.619272402
TPCA-1,HLE,LIHC,2.777221562
TPCA-1,HMV-II,SKCM,3.257981948
TPCA-1,HO-1-N-1,HNSC,3.556619609
TPCA-1,HO-1-u-1,HNSC,3.710401726
TPCA-1,HOP-62,LUAD,3.780427411
TPCA-1,HOP-92,UNCLASSIFIED,5.24219046
TPCA-1,HOS,UNCLASSIFIED,3.818272703
TPCA-1,HPAC,PAAD,1.630096989
TPCA-1,HPAF-II,PAAD,2.568294741
TPCA-1,HSC-2,HNSC,4.173437597
TPCA-1,HSC-3,HNSC,3.926154475
TPCA-1,HSC-39,STAD,4.63037764
TPCA-1,HSC-4,HNSC,5.260614772
TPCA-1,HT,DLBC,3.275318117
TPCA-1,HT-1080,UNCLASSIFIED,4.674112161
TPCA-1,HT-115,COREAD,5.077235325
TPCA-1,HT-1197,BLCA,5.937682253
TPCA-1,HT-1376,BLCA,6.084560064
TPCA-1,HT-144,SKCM,4.801902023
TPCA-1,HT-29,COREAD,2.899161436
TPCA-1,HT-3,CESC,2.849219369
TPCA-1,HT55,COREAD,5.333323785
TPCA-1,HTC-C3,THCA,0.375893883
TPCA-1,HeLa,CESC,3.718734772
TPCA-1,Hep3B2-1-7,LIHC,2.705641034
TPCA-1,Hey,OV,2.970050634
TPCA-1,Hs-445,UNCLASSIFIED,0.796759798
TPCA-1,Hs-578-T,BRCA,5.754846379
TPCA-1,Hs-633T,UNCLASSIFIED,2.254015761
TPCA-1,Hs-683,LGG,4.167175097
TPCA-1,Hs-746T,STAD,4.3250213
TPCA-1,Hs-766T,PAAD,6.425806721
TPCA-1,Hs-939-T,SKCM,4.9279234
TPCA-1,Hs-940-T,SKCM,6.066989751
TPCA-1,HuCCT1,UNCLASSIFIED,2.294917457
TPCA-1,HuH-7,LIHC,4.055807065
TPCA-1,HuO-3N1,UNCLASSIFIED,4.521862883
TPCA-1,HuO9,UNCLASSIFIED,4.297238813
TPCA-1,HuP-T3,PAAD,2.810926827
TPCA-1,HuP-T4,PAAD,0.441240406
TPCA-1,HuTu-80,UNCLASSIFIED,2.141251255
TPCA-1,IA-LM,UNCLASSIFIED,4.537798114
TPCA-1,IGR-1,SKCM,1.983681301
TPCA-1,IGR-37,SKCM,2.260454887
TPCA-1,IGROV-1,OV,1.619568207
TPCA-1,IHH-4,THCA,3.430812304
TPCA-1,IM-95,STAD,2.623606143
TPCA-1,IMR-5,NB,0.212055297
TPCA-1,IPC-298,SKCM,2.444589595
TPCA-1,IST-MEL1,SKCM,3.22803894
TPCA-1,IST-MES1,MESO,1.998164396
TPCA-1,IST-SL1,SCLC,1.606390017
TPCA-1,J82,BLCA,5.102221322
TPCA-1,JAR,UNCLASSIFIED,3.242090431
TPCA-1,JEG-3,UNCLASSIFIED,5.100470141
TPCA-1,JHH-1,LIHC,2.198924404
TPCA-1,JHH-2,LIHC,2.904636765
